Record_ID,Company_Name,Address1,Address2,City,state,zip_code,zip4,phone_number,naics_code,duns_number,Address_Update_Date,Phone_Update_Date,Update_Date
REC000230,Acme Corporation #30,9042 Corporate Way,,Portland,OR,97201,,,541511,48-559-7875,2020-09-23,,
REC000231,Pioneer Holdings,7146 Corporate Way,,Los Angeles,CA,90001,,915-206-8098,541519,,2024-11-23,2024-09-10,2021-03-01
REC000232,Southern Logistics,7541 Main St,,Miami,FL,33101,,940-244-9860,,,2020-09-07,,2020-07-10
REC000233,Nexus Solutions #5,2685 Main St,,San Diego,CA,92101,6068,,,,2024-02-13,,2020-07-27
REC000234,Horizon Ventures,4267 Corporate Way,,Denver,CO,80201,3552,295-716-3798,541519,49-126-8582,,2022-11-28,2021-11-16
REC000235,Sigma Corp #31,2090 Commerce Dr,,Austin,TX,78701,9044,,423440,97-646-8254,2020-05-15,,2022-03-27
REC000236,Acme Corporation,123 Fake Street,,,,,,818-912-4354,541511,13-530-6662,2024-07-04,2021-06-09,2022-03-20
REC000237,Sigma Corp,9564 Oak Ave,Suite 200,Denver,CO,80201,2255,666-988-5101,334111,,2023-10-07,2024-03-23,2023-02-06
REC000238,Pinnacle Industries #86,4689 Main St,,Miami,FL,33101,,,,49-587-6616,2024-12-30,,2020-12-03
REC000239,Alpha Innovations,9007 Business Center Dr,,Charlotte,NC,28201,4260,622-459-5895,541613,47-997-3550,2023-04-07,,2024-10-27
REC000240,Southern Logistics #27,4872 Elm Blvd,,Denver,CO,80201,2200,,,,2021-11-17,,2021-12-16
REC000241,Theta Group,,,,,,,330-806-3675,518210,40-470-9656,,2020-06-17,2020-11-19
REC000242,Pinnacle Industries,2205 Park Way,,Seattle,WA,98101,5776,413-653-7564,517311,26-515-1580,2020-10-25,2020-10-08,2024-11-01
REC000243,Eastern Distributors,234 Park Way,,Miami,FL,33101,,,334111,10-263-4627,,,2022-02-26
REC000244,Southern Logistics,,,,,,,336-389-3723,541511,,,,2021-11-26
REC000245,Metro Business Solutions #7,3667 Commerce Dr,,Seattle,WA,98101,,584-740-8996,,,2020-04-11,2024-04-13,2021-10-24
REC000246,Catalyst Corp #84,5722 Elm Blvd,,Philadelphia,PA,19101,,350-988-9102,334111,47-280-1737,2021-05-31,2024-07-30,2022-09-22
REC000247,Pioneer Holdings,7676 Elm Blvd,,Boston,MA,02101,2583,656-482-6605,,71-565-2348,,2022-11-18,2021-08-29
REC000248,Northern Supply Co #23,3382 Pine Rd,Suite 200,Austin,TX,78701,5576,,238210,,,,2020-10-27
REC000249,Northern Supply Co #45,7327 Tech Park Blvd,,San Jose,CA,95101,9259,464-762-5722,,73-876-3539,2023-02-07,,2024-02-09
REC000250,Coastal Services,2708 Business Center Dr,,Denver,CO,80201,,416-374-9147,236220,,,2020-10-12,2021-04-06
REC000251,Nexus Solutions,7604 Corporate Way,,Denver,CO,80201,5918,,541519,13-473-3146,2020-12-17,,2023-02-20
REC000252,Nexus Solutions,1856 Pine Rd,,Charlotte,NC,28201,,314-933-4977,423430,95-377-5831,,2020-11-12,2022-10-26
REC000253,Pacific Trading Co,1117 Cedar Ln,,Seattle,WA,98101,3157,373-412-3318,,80-772-4385,2023-06-01,2024-11-09,
REC000254,Acme Corporation,TBD,,,,,,877-328-7184,518210,75-381-8368,2021-11-13,2024-10-06,2020-02-18
REC000255,Atlas Group,6193 Elm Blvd,Floor 12,Dallas,TX,75201,,,,14-248-8582,2021-07-04,,
REC000256,Alpha Innovations #64,,,,,,,888-717-2961,,,,,2021-01-21
REC000257,Prime Services Co,4988 Park Way,,Austin,TX,78701,6736,866-758-7618,,22-104-3139,2020-10-29,,
REC000258,Eastern Distributors #43,5530 Corporate Way,,Jacksonville,FL,32201,,237-255-1105,,78-676-5163,,,2023-02-14
REC000259,Tech Solutions Inc,,,,,,,465-260-4725,517311,94-895-9549,,,2020-01-10
REC000260,Nexus Solutions,000 Nowhere Blvd,Bldg B,,,,,,518210,92-993-2043,2022-10-10,,2021-12-11
REC000261,Atlas Group,,,,,,,239-279-8364,541613,,,2020-02-04,
REC000262,Fusion Technologies,2436 Industrial Pkwy,Floor 12,Portland,OR,97201,5415,696-114-4818,,67-532-1164,2021-12-02,2020-09-30,2024-07-13
REC000263,Apex Manufacturing,,,,,,,789-982-2739,,,,,2022-04-03
REC000264,Fusion Technologies,PO Box 0000,Unit A,,,,,877-331-5841,517311,36-786-5400,2024-04-03,2024-07-31,2023-10-14
REC000265,Stellar Systems,,,,,,,850-614-4301,236220,95-202-7739,,2021-02-01,2021-01-15
REC000266,Beta Technologies,721 Cedar Ln,,Seattle,WA,98101,8753,694-249-6514,423440,,2023-06-29,2023-06-08,2022-09-26
REC000267,Prime Services Co #35,8156 Maple Dr,,Chicago,IL,60601,1553,882-823-7983,423440,49-835-8947,,,2024-04-03
REC000268,Quantum Dynamics,,,,,,,449-472-3346,334111,30-827-1069,,2024-01-22,2021-10-01
REC000269,Acme Corporation,,,,,,,714-124-5110,541613,,,2022-08-01,
REC000270,Gamma Holdings #6,8335 Business Center Dr,,Jacksonville,FL,32201,4557,424-937-8311,541611,60-314-3240,2020-02-14,2021-11-24,2020-04-23
REC000271,Epsilon LLC,N/A,Room 205,,,,,212-219-1264,,,2023-06-28,,
REC000272,Stellar Systems,,,,,,,855-231-4824,541611,,,2020-02-13,2021-02-15
REC000273,Tech Solutions Inc,,,,,,,552-776-1580,,77-262-3281,,2020-06-20,2023-01-24
REC000274,Omega Systems #98,Test Address 123,,,,,,,541611,57-637-3075,2024-07-20,,2020-08-07
REC000275,Summit Enterprises #34,5100 Industrial Pkwy,,Boston,MA,02101,,812-629-9059,541511,,2023-11-26,2020-04-05,2024-02-15
REC000276,Mountain View Tech,8399 Pine Rd,,Seattle,WA,98101,7843,663-387-4867,541512,64-130-7818,2020-01-17,2020-07-05,2022-06-01
REC000277,Vertex Partners #24,8698 Oak Ave,,Portland,OR,97201,,,,15-976-3367,2023-01-30,,2022-01-24
REC000278,Pioneer Holdings #74,3248 Pine Rd,,Austin,TX,78701,,,,,,,2023-01-11
REC000279,Horizon Ventures,8369 Tech Park Blvd,Suite 200,Charlotte,NC,28201,2610,310-965-5153,,,2020-03-11,,2020-04-23
REC000280,Apex Manufacturing,,,,,,,243-535-9797,517311,33-545-4342,,,2022-08-02
REC000281,Northern Supply Co,Unknown,,,,,,632-219-3415,541611,74-252-3820,,,2023-11-12
REC000282,Mountain View Tech,,,,,,,874-691-2180,517311,93-652-8959,,2021-10-19,2022-02-22
REC000283,Stellar Systems,,,,,,,540-209-9040,517311,,,2021-11-03,2024-10-09
REC000284,Fusion Technologies,6918 Industrial Pkwy,Bldg B,Philadelphia,PA,19101,,975-124-1557,518210,,2020-12-22,,
REC000285,Pacific Trading Co #83,2711 Commerce Dr,,Houston,TX,77001,4799,822-894-9772,,,2020-08-02,2020-12-24,2020-06-24
REC000286,Apex Manufacturing,,,,,,,873-200-2005,541330,,,2024-11-13,2024-07-19
REC000287,Vertex Partners,,,,,,,844-964-5567,334111,46-832-8376,,,
REC000288,Southern Logistics,Unknown,Ste 500,,,,,444-439-8873,423440,35-722-2878,2021-04-04,2020-06-15,2024-01-25
REC000289,Beta Technologies,,,,,,,606-610-8843,238210,53-903-5726,,2021-03-20,2020-11-25
REC000290,Coastal Services #42,Unknown,,,,,,,236220,,2020-02-13,,
REC000291,Acme Corporation,3000 Elm Blvd,,Columbus,OH,43201,6700,,541330,70-131-1580,2020-04-11,,2024-05-24
REC000292,Southern Logistics,2568 Maple Dr,,Seattle,WA,98101,6675,555-555-5555,334111,57-231-1595,2024-06-18,,
REC000293,Epsilon LLC,Test Address 123,,,,,,,518210,,2022-07-31,,
REC000294,Eastern Distributors,,,,,,,457-380-1706,541519,,,2024-08-15,2021-01-22
REC000295,Zeta Enterprises,3839 Oak Ave,Floor 3,San Antonio,TX,78201,5116,318-642-1124,238210,17-952-1590,2022-08-11,2024-02-14,
REC000296,Stellar Systems,9336 Corporate Way,,Austin,TX,78701,,258-202-2220,334118,22-419-6427,2024-06-09,2021-10-17,
REC000297,Sigma Corp,9032 Business Center Dr,,Seattle,WA,98101,,306-129-3782,,,2021-03-27,2022-06-06,2020-01-02
REC000298,Pacific Trading Co,4441 Business Center Dr,,Jacksonville,FL,32201,4325,,541611,96-398-8565,,,2022-12-17
REC000299,Apex Manufacturing,6842 Cedar Ln,,Denver,CO,80201,2933,956-857-7978,,,2022-03-26,,
REC000300,Metro Business Solutions,9930 Oak Ave,Floor 3,Chicago,IL,60601,2990,383-268-4514,,53-488-2123,2022-12-28,2022-08-10,2022-11-29
REC000301,Summit Enterprises,,,,,,,795-470-5198,334118,43-818-3539,,2023-05-26,
REC000302,Summit Enterprises,Unknown,,,,,,832-642-3200,517311,,2024-09-24,,2020-01-28
REC000303,Prime Services Co #20,,,,,,,888-146-3142,,71-684-3405,,2022-12-01,2022-06-01
REC000304,Gamma Holdings #8,4073 Park Way,,San Antonio,TX,78201,,867-722-4424,518210,,2020-10-20,,2021-02-01
REC000305,Global Industries LLC,,,,,,,694-136-2755,541611,,,2024-10-13,2023-05-27
REC000306,Omega Systems,,,,,,,695-911-7232,541330,88-739-5649,,2023-11-15,2024-11-21
REC000307,Stellar Systems #21,6500 Park Way,,Portland,OR,97201,,,,29-871-3450,2024-01-24,,2023-03-31
REC000308,Catalyst Corp,N/A,,,,,,657-117-7095,334111,59-199-8853,2021-03-21,,
REC000309,Southern Logistics,9792 Commerce Dr,,Houston,TX,77001,,892-491-2834,,44-686-6421,,2024-01-02,2020-09-15
REC000310,Summit Enterprises #60,,,,,,,661-871-8132,541512,,,,2024-09-21
REC000311,Southern Logistics,,,,,,,599-347-5233,541519,48-544-5631,,2020-11-10,2023-06-10
REC000312,Nexus Solutions #69,7173 Pine Rd,,Los Angeles,CA,90001,4643,964-286-8281,,,2024-05-27,2023-03-26,2022-09-09
REC000313,Gamma Holdings,,,,,,,224-131-2332,,10-828-4935,,2023-08-09,2022-08-27
REC000314,Apex Manufacturing,,,,,,,396-204-1722,517311,95-792-8234,,,2021-02-04
REC000315,Beta Technologies,9872 Park Way,,Austin,TX,78701,,448-780-2209,,68-358-5881,2024-04-19,2023-01-20,
REC000316,Stellar Systems #4,,,,,,,343-725-2091,238210,53-346-8038,,2020-02-10,2020-03-03
REC000317,Pacific Trading Co,8856 Oak Ave,,Chicago,IL,60601,,455-754-3651,517311,,2024-09-22,,2023-01-04
REC000318,Epsilon LLC,5710 Corporate Way,Floor 12,Fort Worth,TX,76101,5922,663-288-3071,334111,,2020-11-03,2023-03-23,2024-05-30
REC000319,Delta Services,,,,,,,844-556-1658,238210,,,2024-10-28,2020-11-05
REC000320,Zeta Enterprises,,,,,,,923-559-4443,334118,70-389-3851,,2022-01-29,2021-08-29
REC000321,Theta Group,,,,,,,532-595-5016,,68-497-1173,,2022-03-29,2021-03-03
REC000322,Delta Services,8502 Pine Rd,Unit 5B,Dallas,TX,75201,,844-667-6101,423440,,2020-09-18,2023-07-15,2024-03-04
REC000323,Stellar Systems,1178 Corporate Way,,Dallas,TX,75201,,615-781-7967,,16-435-5561,2023-01-04,2023-06-03,2020-10-25
REC000324,Zeta Enterprises,000 Nowhere Blvd,,,,,,872-698-4879,541613,94-273-1070,2024-05-19,2024-12-25,
REC000325,Northern Supply Co,000 Nowhere Blvd,Suite 200,,,,,304-231-2019,236220,28-193-7448,2021-08-10,2020-06-10,2022-11-11
REC000326,Pacific Trading Co,,,,,,,735-653-6097,334111,,,2020-04-03,2024-02-11
REC000327,Sigma Corp #45,3551 Main St,Suite 200,New York,NY,10001,4092,,541613,,2021-05-09,,2024-02-05
REC000328,Theta Group,7526 Pine Rd,,New York,NY,10001,8382,639-866-3713,,,,2024-05-17,2024-06-16
REC000329,Epsilon LLC,7809 Main St,,Phoenix,AZ,85001,2203,,423440,77-881-3337,2020-07-28,,2021-12-18
REC000330,Stellar Systems #1,2504 Industrial Pkwy,Bldg B,Los Angeles,CA,90001,7404,784-329-2800,,,2024-12-04,2024-09-03,
REC000331,Pacific Trading Co,,,,,,,593-111-5927,334111,71-510-8875,,2023-01-21,2022-08-18
REC000332,Catalyst Corp,5874 Business Center Dr,,Boston,MA,02101,,438-615-5982,423440,26-333-1783,,,
REC000333,Gamma Holdings,,,,,,,323-924-3185,238210,,,,2021-12-17
REC000334,Pinnacle Industries,7694 Main St,Room 205,Fort Worth,TX,76101,1300,825-575-7540,517311,51-169-8757,2021-01-23,2022-10-09,2021-11-06
REC000335,Mountain View Tech,229 Business Center Dr,,San Antonio,TX,78201,3536,265-110-1597,236220,,,2024-10-07,
REC000336,Delta Services,1447 Park Way,Suite 100,San Antonio,TX,78201,7837,111-111-1111,334118,95-794-1342,,2023-11-28,2021-11-12
REC000337,Pioneer Holdings #11,1314 Park Way,,Miami,FL,33101,,,334111,,,,2024-09-18
REC000338,Coastal Services,Test Address 123,,,,,,850-356-5305,,56-880-6680,2021-04-15,2021-07-09,2024-03-29
REC000339,Northern Supply Co,7429 Corporate Way,,Philadelphia,PA,19101,3752,,,79-300-8774,2024-08-26,,2023-04-21
REC000340,Gamma Holdings,,,,,,,224-927-9004,541613,80-722-8279,,2023-07-21,
REC000341,Quantum Dynamics #68,,,,,,,222-182-9875,334118,77-578-7718,,2020-06-13,2022-06-13
REC000342,Theta Group,1215 Cedar Ln,,Phoenix,AZ,85001,,852-113-8130,334118,87-994-5139,,2020-09-25,2024-08-14
REC000343,Pacific Trading Co,9686 Oak Ave,,Seattle,WA,98101,8215,541-118-8288,541611,32-341-8826,2024-10-05,2021-06-11,
REC000344,Sigma Corp,914 Business Center Dr,,Atlanta,GA,30301,,555-555-5555,541611,10-853-3058,2021-08-22,2021-04-07,2020-10-19
REC000345,Gamma Holdings #48,,,,,,,600-383-8337,518210,87-625-4843,,,
REC000346,Apex Manufacturing,,,,,,,801-122-6898,,,,,2024-09-14
REC000347,Acme Corporation,,,,,,,716-734-9263,517311,19-222-9072,,2022-01-11,2023-12-27
REC000348,Global Industries LLC,,,,,,,123456,541611,65-673-4622,,,2022-05-29
REC000349,Catalyst Corp,7708 Elm Blvd,,Miami,FL,33101,,855-143-5367,,87-332-4968,2024-05-21,,2023-03-28
REC000350,Gamma Holdings,,,,,,,513-631-9546,541519,29-159-2120,,,2020-02-05
REC000351,Pioneer Holdings,2364 Business Center Dr,,Columbus,OH,43201,,,541330,,2023-07-19,,
REC000352,Northern Supply Co #3,7112 Maple Dr,,Phoenix,AZ,85001,7910,,,91-105-5701,2024-10-08,,2022-01-22
REC000353,Sigma Corp #31,,,,,,,888-540-9551,334111,52-639-2452,,,2022-06-12
REC000354,Horizon Ventures,2987 Commerce Dr,,Denver,CO,80201,,555-555-5555,334118,,,2023-10-21,2020-04-02
REC000355,Atlas Group,,,,,,,822-969-5572,423430,,,2020-05-02,2024-04-22
REC000356,Tech Solutions Inc #19,,,,,,,844-777-7173,,56-662-9805,,2021-06-09,2020-12-04
REC000357,Coastal Services,Test Address 123,,,,,,844-191-2751,334111,14-649-2564,2022-12-14,2021-02-28,
REC000358,Prime Services Co,2975 Pine Rd,,Atlanta,GA,30301,3515,896-478-1988,423440,,2024-06-09,2020-12-27,
REC000359,Eastern Distributors #26,999 Invalid Rd,Suite 200,,,,,243-319-8533,541511,,2023-03-15,,2021-07-04
REC000360,Prime Services Co,,,,,,,000-000-0000,423440,61-357-8581,,2021-03-05,2024-04-25
REC000361,Southern Logistics,4064 Elm Blvd,,Philadelphia,PA,19101,6900,282-621-9117,518210,,2020-02-05,2020-11-05,2020-08-17
REC000362,Vertex Partners,1694 Maple Dr,,San Diego,CA,92101,,657-605-7766,,54-481-3392,,,2021-09-05
REC000363,Metro Business Solutions #68,,,,,,,563-484-3079,517311,86-407-8341,,,2024-08-23
REC000364,Pacific Trading Co,,,,,,,917-995-7188,541519,88-218-5398,,,
REC000365,Delta Services,,,,,,,INVALID,236220,62-403-8071,,2022-11-14,
REC000366,Apex Manufacturing,N/A,,,,,,869-131-8206,518210,79-818-4040,,2022-07-23,2024-01-27
REC000367,Pacific Trading Co,,,,,,,425-267-6807,238210,73-811-2313,,,2024-10-01
REC000368,Gamma Holdings,9315 Maple Dr,,San Jose,CA,95101,,891-409-7513,238210,,,,2021-10-03
REC000369,Quantum Dynamics #34,4375 Maple Dr,,Charlotte,NC,28201,6875,944-432-1405,238210,78-559-5115,2022-09-02,2020-12-19,
REC000370,Stellar Systems,4600 Industrial Pkwy,,Jacksonville,FL,32201,5532,448-665-6069,334118,66-478-6853,2022-05-12,2024-04-29,2023-01-23
REC000371,Northern Supply Co,6002 Pine Rd,,Atlanta,GA,30301,7775,,541611,,2023-10-02,,
REC000372,Nexus Solutions,4785 Cedar Ln,,Los Angeles,CA,90001,,,541330,91-229-9842,,,2024-05-02
REC000373,Atlas Group #64,,,,,,,365-838-8690,334118,23-783-3436,,2021-12-02,
REC000374,Horizon Ventures,1026 Pine Rd,Bldg B,Columbus,OH,43201,9513,651-278-2632,517311,,2022-02-15,2021-11-11,2020-07-08
REC000375,Epsilon LLC,,,,,,,389-348-2413,334111,76-749-3705,,2020-09-03,2020-01-07
REC000376,Alpha Innovations #5,TBD,,,,,,431-789-5125,541613,13-314-4521,2023-10-29,2020-07-10,2022-07-06
REC000377,Theta Group #78,6693 Park Way,,Boston,MA,02101,,534-212-9551,238210,,2020-06-01,,2020-02-04
REC000378,Mountain View Tech,8828 Maple Dr,,Dallas,TX,75201,9708,982-332-9548,,99-304-4269,2022-05-25,2021-04-23,2022-01-23
REC000379,Acme Corporation,8002 Pine Rd,Suite 200,Columbus,OH,43201,,958-411-7405,,,2022-08-06,2023-05-10,2020-12-28
REC000380,Beta Technologies,,,,,,,914-375-6946,236220,83-398-5513,,2022-08-31,
REC000381,Metro Business Solutions,7255 Corporate Way,,Charlotte,NC,28201,4818,536-907-1568,541611,,2023-02-24,,2024-05-05
REC000382,Northern Supply Co #72,,,,,,,431-548-9629,334111,40-848-9894,,,2024-03-27
REC000383,Prime Services Co,4407 Cedar Ln,,Columbus,OH,43201,,959-453-8164,541519,64-556-8238,,2024-04-03,
REC000384,Quantum Dynamics,7507 Maple Dr,Room 205,New York,NY,10001,,,,18-791-4985,2023-01-29,,2022-04-26
REC000385,Apex Manufacturing,7825 Industrial Pkwy,Unit 5B,Los Angeles,CA,90001,7790,855-297-3432,,77-800-2235,2020-08-04,2020-11-25,2021-06-29
REC000386,Pinnacle Industries,2190 Business Center Dr,,Chicago,IL,60601,6091,,423430,,2024-09-30,,2024-11-26
REC000387,Sigma Corp,,,,,,,642-532-9596,236220,88-273-4234,,2024-05-23,2024-09-16
REC000388,Beta Technologies,,,,,,,922-866-2208,541613,,,,2021-07-08
REC000389,Epsilon LLC,,,,,,,710-658-6711,541613,,,,
REC000390,Alpha Innovations,7752 Commerce Dr,Floor 12,San Jose,CA,95101,5170,709-836-2374,517311,,2023-04-24,,2023-07-09
REC000391,Midwest Manufacturing #35,9195 Commerce Dr,,Houston,TX,77001,1688,894-351-1867,238210,42-220-3588,,2021-04-05,2024-04-16
REC000392,Sigma Corp,9201 Business Center Dr,,Jacksonville,FL,32201,,894-238-1985,,84-656-3680,,2020-07-06,2024-01-12
REC000393,Vertex Partners,,,,,,,875-371-2047,334111,,,,
REC000394,Atlas Group,509 Commerce Dr,Office 101,San Jose,CA,95101,,596-947-5923,517311,71-925-5127,,2022-12-15,
REC000395,Metro Business Solutions,3106 Main St,,Fort Worth,TX,76101,2981,238-875-5858,541512,,2022-02-22,2020-11-22,
REC000396,Fusion Technologies,7728 Oak Ave,,Columbus,OH,43201,,513-955-1895,,71-859-1817,,2021-09-09,2024-08-22
REC000397,Pinnacle Industries #95,8686 Oak Ave,,Dallas,TX,75201,,,334118,92-175-7829,2023-10-21,,2024-05-22
REC000398,Omega Systems #42,7216 Cedar Ln,,Chicago,IL,60601,,921-825-7907,423440,,2020-09-29,2022-05-17,2023-07-25
REC000399,Nexus Solutions,,,,,,,694-699-3649,,,,2022-06-04,2024-02-10
REC000400,Eastern Distributors,7291 Commerce Dr,,Jacksonville,FL,32201,1517,861-723-9345,423430,,2024-03-09,,2024-02-07
REC000401,Delta Services,7477 Park Way,,Philadelphia,PA,19101,,650-397-6603,,41-246-2972,2020-05-20,2023-12-08,
REC000402,Beta Technologies #27,1082 Maple Dr,,San Jose,CA,95101,5385,,541611,46-182-9744,2022-12-31,,
REC000403,Theta Group,,,,,,,123456,518210,42-108-4561,,2022-02-19,2024-05-25
REC000404,Vertex Partners,,,,,,,465-754-2293,541519,94-133-3623,,2022-10-14,
REC000405,Quantum Dynamics,,,,,,,555-555-5555,541611,,,,2024-10-17
REC000406,Coastal Services,7838 Park Way,Unit A,Seattle,WA,98101,,766-206-7992,541519,20-191-5440,2024-05-01,2023-06-09,2021-04-01
REC000407,Pacific Trading Co,4010 Elm Blvd,,San Jose,CA,95101,3196,,,53-130-2617,2023-10-19,,2023-07-12
REC000408,Pioneer Holdings #34,6633 Elm Blvd,Floor 3,Philadelphia,PA,19101,,,,,2022-12-02,,2020-11-05
REC000409,Midwest Manufacturing #45,5062 Maple Dr,,Charlotte,NC,28201,,800-574-8059,423430,,2024-10-31,2024-02-12,2024-11-16
REC000410,Northern Supply Co,1143 Main St,,Jacksonville,FL,32201,1252,502-449-1453,,27-328-8724,,2020-02-20,
REC000411,Tech Solutions Inc #90,PO Box 0000,,,,,,475-538-2475,334111,,2024-10-19,,2022-06-13
REC000412,Northern Supply Co,7472 Business Center Dr,,Boston,MA,02101,8990,856-391-7484,423430,,,2024-02-07,2020-05-02
REC000413,Sigma Corp,,,,,,,224-704-6206,,98-524-4027,,2021-07-12,2020-09-21
REC000414,Acme Corporation,9988 Industrial Pkwy,,Philadelphia,PA,19101,,123-456-7890,423430,,2020-11-02,2024-06-03,2024-11-29
REC000415,Horizon Ventures,1770 Commerce Dr,,San Antonio,TX,78201,,754-323-6719,,,2024-04-02,2023-02-25,2023-06-24
REC000416,Vertex Partners,3366 Maple Dr,,Boston,MA,02101,1502,588-644-1498,236220,,2021-10-24,2024-04-21,2024-03-30
REC000417,Catalyst Corp,1954 Oak Ave,,Portland,OR,97201,8569,813-804-4208,334118,,2020-11-14,2022-10-03,2023-09-25
REC000418,Sigma Corp,,,,,,,616-534-5279,,77-875-3028,,2024-01-21,2024-11-06
REC000419,Quantum Dynamics,6914 Cedar Ln,Room 205,Seattle,WA,98101,,,,,2023-12-06,,2021-11-26
REC000420,Sigma Corp,2118 Elm Blvd,Room 205,Austin,TX,78701,,800-529-4610,238210,10-604-6134,2024-05-23,2024-02-05,
REC000421,Prime Services Co #80,,,,,,,790-535-5482,,86-244-9947,,,2020-08-16
REC000422,Delta Services,,,,,,,596-189-3109,541511,43-239-5749,,,2021-08-24
REC000423,Pinnacle Industries #60,8623 Business Center Dr,,Austin,TX,78701,3972,381-977-4765,541512,,2021-10-23,2023-01-26,
REC000424,Omega Systems,9840 Corporate Way,,Houston,TX,77001,,900-409-4922,,,2022-09-27,,2023-09-05
REC000425,Theta Group,PO Box 0000,,,,,,831-789-7651,,61-352-3874,2021-01-21,2022-10-29,2020-09-02
REC000426,Horizon Ventures,6981 Commerce Dr,,Austin,TX,78701,,,541519,,,,2024-08-14
REC000427,Northern Supply Co,4799 Tech Park Blvd,,Jacksonville,FL,32201,4409,800-926-7673,,,2023-12-26,,2021-10-21
REC000428,Tech Solutions Inc #10,5221 Industrial Pkwy,,Los Angeles,CA,90001,7800,255-618-5334,423430,12-736-1140,,2021-04-29,2020-12-13
REC000429,Prime Services Co,9125 Pine Rd,,Columbus,OH,43201,5542,698-497-3643,541519,62-189-9959,2023-02-12,,2024-12-03
REC000430,Prime Services Co,7987 Main St,,Fort Worth,TX,76101,5252,673-997-8628,,,2020-10-02,,2024-03-28
REC000431,Apex Manufacturing,,,,,,,930-653-5710,541511,,,2024-11-23,2023-07-06
REC000432,Apex Manufacturing #15,3833 Cedar Ln,,San Jose,CA,95101,,754-232-2301,,98-242-2898,2020-01-10,2022-02-07,2021-07-31
REC000433,Global Industries LLC,4158 Commerce Dr,Floor 3,Los Angeles,CA,90001,4214,,334118,,2021-09-06,,
REC000434,Pioneer Holdings,103 Corporate Way,Floor 3,Phoenix,AZ,85001,,840-760-9789,541512,,2021-12-19,2022-11-23,2023-03-04
REC000435,Fusion Technologies,,,,,,,341-780-9597,236220,72-173-1340,,2021-02-26,2023-05-08
REC000436,Catalyst Corp #78,6285 Industrial Pkwy,,Charlotte,NC,28201,2451,219-331-4065,,48-918-2738,2023-02-08,2021-08-18,2023-10-15
REC000437,Nexus Solutions #25,,,,,,,288-494-7241,,49-656-3408,,2020-05-30,2021-01-06
REC000438,Beta Technologies #87,6925 Elm Blvd,,Los Angeles,CA,90001,7653,123456,238210,48-804-8786,,,2021-12-06
REC000439,Sigma Corp,3883 Industrial Pkwy,Suite 200,San Jose,CA,95101,,521-688-4923,423430,,2020-09-28,2020-03-30,2022-06-08
REC000440,Southern Logistics,6794 Commerce Dr,,San Jose,CA,95101,8984,560-130-8300,541611,58-264-9993,,,
REC000441,Omega Systems,7417 Corporate Way,Bldg B,Atlanta,GA,30301,1505,750-315-1362,238210,12-609-6801,2022-07-12,2021-04-03,2023-02-26
REC000442,Southern Logistics,2243 Maple Dr,,Portland,OR,97201,3376,826-457-5995,541330,41-285-7056,,2023-08-03,2022-03-28
REC000443,Mountain View Tech #99,,,,,,,888-677-1669,236220,,,,2023-03-24
REC000444,Northern Supply Co #15,,,,,,,245-590-1204,236220,,,2023-12-01,2024-12-21
REC000445,Coastal Services,,,,,,,902-918-4061,541519,44-324-5917,,2022-08-23,2021-03-24
REC000446,Stellar Systems,8906 Maple Dr,,San Antonio,TX,78201,,862-484-9223,518210,49-153-5970,2024-07-12,,
REC000447,Metro Business Solutions,1823 Main St,,Denver,CO,80201,,686-111-5543,423440,,2022-11-05,2020-11-11,2023-07-16
REC000448,Apex Manufacturing #97,,,,,,,735-308-1318,,30-701-9872,,,
REC000449,Coastal Services,5754 Cedar Ln,,Dallas,TX,75201,5155,800-910-9114,334111,98-150-3780,,2022-06-28,2024-06-12
REC000450,Beta Technologies,,,,,,,308-490-8273,,42-473-9709,,2024-01-23,
REC000451,Sigma Corp,,,,,,,866-645-8765,,,,2022-09-09,2022-03-13
REC000452,Atlas Group,1171 Cedar Ln,,Los Angeles,CA,90001,5113,855-224-6063,,92-444-6103,2020-11-24,,2021-03-27
REC000453,Tech Solutions Inc,3497 Business Center Dr,,San Antonio,TX,78201,8060,932-760-9178,,,2023-06-30,2024-03-09,2021-03-14
REC000454,Beta Technologies #49,9158 Main St,Unit 5B,Los Angeles,CA,90001,6787,542-184-2371,541613,,,2020-06-26,2022-01-30
REC000455,Tech Solutions Inc,,,,,,,360-865-8259,423430,,,,2021-09-21
REC000456,Summit Enterprises #16,9442 Industrial Pkwy,,Seattle,WA,98101,,,,,2020-07-21,,2022-06-12
REC000457,Theta Group #81,4911 Pine Rd,Ste 500,San Antonio,TX,78201,,519-130-1563,541512,,,2022-11-16,2024-08-02
REC000458,Nexus Solutions,7003 Corporate Way,,Portland,OR,97201,5102,855-694-1986,,58-691-2796,2024-09-23,,2022-12-20
REC000459,Pinnacle Industries,9422 Commerce Dr,,Portland,OR,97201,9462,221-336-4532,541330,,,,2021-03-26
REC000460,Prime Services Co #15,311 Commerce Dr,,Austin,TX,78701,5558,888-529-6099,517311,48-710-7987,,,
REC000461,Global Industries LLC,1198 Business Center Dr,Unit A,Columbus,OH,43201,,701-860-3787,423440,,,2024-04-22,2021-12-17
REC000462,Gamma Holdings,,,,,,,907-206-7260,,,,2022-07-08,2023-05-26
REC000463,Nexus Solutions,1288 Commerce Dr,,Charlotte,NC,28201,8640,,334111,,2023-10-02,,2021-11-05
